Country,Indicator ,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mauritius,GDP per capita (current US$),,,,,,,,,,,,,,,,,776.6443341,893.9149524,1087.698161,1275.035826,1171.576087,1165.15842,1086.535025,1088.436401,1027.993975,1054.474835,1422.556552,1815.351405,2046.047998,2075.538168,2506.179312,2669.3277,2973.206977,2973.797821,3197.331024,3599.555202,3899.435192,3646.630626,3593.234081,3695.934909,3929.075495,3856.625227,4018.948897,4793.718179,5388.065784,5282.906022,5695.969327,6574.654338,8030.063005,7318.12641,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,9260.447303,9681.618567,10484.90836,11208.34382,11097.16898,8632.752859,8812.108249
Malawi,GDP per capita (current US$),44.52394299,46.58158517,47.69838391,48.50542835,48.29328535,55.49822441,61.4076384,62.01992808,54.91629873,58.00942919,61.76552389,75.66369202,81.89135592,87.22748953,104.7971848,113.8799734,120.8726248,141.0103755,160.9387662,174.186763,198.0111239,193.0150259,179.7299592,181.5376428,173.4495492,155.6556983,154.3953318,145.3229066,159.7747397,175.2194003,199.9863636,229.5273955,185.7858674,213.2405252,121.2640654,141.9543474,227.5849064,259.4504941,165.8952835,163.6142015,156.3858168,150.1489426,298.4334104,267.3990119,282.5671076,289.5552148,308.1636182,332.2590946,387.6057212,438.2118568,478.6686885,534.9510502,391.5617052,348.4298737,371.2695217,380.5969877,315.7779871,506.1372944,544.5934593,591.8470837,636.2863096,642.6569158
Malaysia,GDP per capita (current US$),234.9388974,225.9335935,230.2605937,279.7175405,289.0092278,310.3279258,321.0941605,317.4242105,323.4024867,347.3730942,357.6567994,383.6714717,445.3501578,661.022691,799.9319789,764.5663786,886.2300432,1027.292911,1246.558309,1576.048806,1774.740297,1769.099402,1852.256484,2047.770288,2234.257204,2000.148286,1728.684805,1947.808238,2072.077686,2216.250446,2441.741991,2653.526169,3113.645677,3433.162787,3728.110481,4329.707998,4798.61177,4637.865661,3263.334883,3492.670125,4043.662923,3913.429386,4165.726104,4461.847325,4952.213958,5587.02478,6209.126167,7243.456801,8474.587762,7292.494973,9040.568495,10399.37021,10817.43171,10970.1043,11319.06194,9955.242722,9817.78709,10259.30481,11380.07922,11432.82603,10412.34767,11371.09902
North America,GDP per capita (current US$),2939.448335,2991.592897,3155.097538,3283.141453,3480.426945,3729.969704,4044.247215,4231.867351,4579.98226,4912.487595,5129.091844,5504.815818,5997.485632,6640.805988,7206.816797,7773.084689,8613.028989,9400.465837,10424.52908,11515.45602,12437.7765,13816.07939,14242.84546,15336.63023,16803.68988,17833.07274,18619.66329,19672.45944,21172.75339,22644.6565,23645.61431,24086.21645,24967.70632,25765.54155,26925.46151,27891.38744,29105.32086,30518.03962,31691.91778,33320.92229,35151.3296,35831.37937,36651.82911,38395.22158,40788.09354,43368.25243,45741.03259,47727.48204,48398.10295,46581.28354,48552.94241,50289.0244,51881.17089,53234.1501,54714.47093,55452.42138,56312.43488,58430.1986,61158.56356,63175.74013,61000.85526,67514.02312
Namibia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,2289.915294,2081.391107,1917.234383,2030.180243,1678.791909,1342.253184,1459.021134,1787.467087,1866.798071,1829.07175,1947.062911,2029.861549,2260.810359,2090.69179,2303.330555,2443.995853,2398.257439,2446.928578,2236.671502,2193.223615,2185.604115,1950.648536,1808.884899,2621.700395,3464.418226,3739.531717,4059.101348,4405.410399,4212.367197,4295.387143,5394.996712,5806.748246,5942.29274,5392.094938,5469.9014,4896.61526,4546.986688,5367.114674,5588.392864,5028.295342,4157.019506,4729.270937
New Caledonia,GDP per capita (current US$),,,,,,1763.475053,1756.219639,1865.665984,2165.901129,2529.892703,3203.711462,3449.881481,4038.318701,4220.182101,4865.675418,6163.412583,5957.563617,6158.971525,6152.761398,7561.196566,8443.155721,6817.834959,6208.647025,5540.402786,5249.364938,5534.612458,7634.709306,9271.608128,12665.90595,13092.32551,14800.79125,15133.16243,16261.95536,15297.04813,16037.02485,18721.06526,18257.21643,16339.80117,17324.25283,17435.74764,16039.17388,15174.27743,16885.89613,21817.32381,25770.54099,26861.71059,29604.04382,36864.87792,37353.75078,35391.08018,37494.88437,40697.63007,37294.02726,38503.26306,39675.58194,32520.30457,32391.20197,33976.54853,36382.49553,34788.54031,34694.5504,
Niger,GDP per capita (current US$),132.651771,139.3403234,148.1891599,158.7160645,153.259717,172.039679,174.354913,160.5918309,150.3812123,142.6991849,144.0850939,149.5420414,155.7769905,193.0550554,203.5664959,202.257101,199.5315864,235.1886384,313.8994464,362.4959638,418.8552657,352.2055202,318.0582306,276.1827999,217.469236,208.2971058,267.4712431,304.6835764,302.0968122,280.1412999,437.589995,396.4169918,395.2751628,344.5340063,211.3864925,242.6203967,244.813779,225.0220766,250.6574617,232.1873864,197.8326834,208.3770599,228.2359086,268.349893,286.4900658,321.7236612,336.2819503,390.2844802,478.502559,464.057999,476.8695322,512.595335,529.7444581,552.569139,564.5967488,484.1531374,500.2149113,517.7715723,570.723922,554.0993893,567.6698923,594.9251089
Nigeria,GDP per capita (current US$),92.9604656,96.97902998,104.3870285,107.5405726,113.1687166,117.1886348,124.3077925,99.40607876,97.20174269,121.245373,224.1044847,160.2487361,209.2260448,252.2326939,402.8499123,438.3313022,556.7021704,536.2161789,527.3112806,662.2639609,874.402071,2180.197621,1843.909353,1222.629304,902.2158499,882.520001,639.0131233,598.2648621,549.237433,474.2320409,567.528649,502.9141389,477.1776238,270.2239667,321.3206741,408.1810448,461.5196196,479.9837641,469.4305487,497.8415739,567.9307221,590.381815,741.7474939,795.3862287,1007.874342,1268.383462,1656.424794,1883.461388,2259.114059,1911.607866,2280.437337,2487.598017,2723.822191,2961.549422,3098.985791,2687.480056,2176.002772,1968.565398,2027.778549,2229.858652,2097.092473,2085.030765
Nicaragua,GDP per capita (current US$),126.248168,131.4506526,140.5573456,150.5036589,170.434841,273.906703,284.55869,299.0809355,307.2917569,320.4285036,322.7002946,333.114264,344.2533977,414.4358419,558.8632852,566.6221647,638.3048137,750.2502313,695.9796442,481.7590681,670.4437172,728.6269776,713.479925,772.835232,852.466606,718.6849973,754.8025687,985.0477809,658.5102416,248.149686,241.8764121,348.8646053,410.7673844,393.6035457,847.3736884,890.0054491,908.6338479,909.3364921,943.9228567,972.8867935,1007.499839,1034.551387,1000.936715,1005.733044,1080.269119,1162.289685,1226.633987,1327.947389,1499.25762,1444.36951,1503.872231,1655.8105,1760.460308,1811.636803,1934.062922,2049.851666,2107.57406,2159.161926,2014.575189,1924.471816,1900.043594,2090.753461
Netherlands,GDP per capita (current US$),1068.784587,1159.392357,1240.677894,1328.036649,1541.947365,1708.096356,1835.801424,1991.360686,2185.248659,2642.956118,2927.072939,3378.614797,4104.45103,5345.575444,6440.97842,7335.508997,7925.688062,9166.808195,11179.38956,12798.54325,13791.86226,11520.44787,11072.65845,10680.35904,9977.160217,9926.129971,13783.85011,16709.55968,17744.50138,17397.69168,21290.86038,21732.23076,23904.03742,23122.41077,24646.31431,29258.13435,29006.80945,26700.53713,27885.80838,28272.64325,26214.49855,26896.54811,29343.245,35750.97466,40436.61823,41994.71353,44900.93814,51799.20855,57879.94376,52722.21306,50999.74512,54230.3129,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52396.03221,58061.00167
Norway,GDP per capita (current US$),1441.75566,1560.324931,1667.24743,1775.582655,1937.884614,2164.468823,2317.194884,2514.043772,2662.117492,2875.235844,3306.219476,3736.348737,4413.575692,5689.588807,6811.527337,8204.451512,8927.201627,10266.12067,11462.64159,13046.53722,15772.24091,15512.5067,15224.89391,14927.51748,14989.48577,15753.55277,18883.2658,22505.89771,24207.28147,24281.09614,28242.94374,28596.933,30523.98506,27963.66522,29315.84191,34875.70433,37321.9742,36629.0309,34788.35985,36371.05095,38131.46061,38542.7151,43084.47247,50134.89077,57603.83602,66810.47852,74148.32008,85139.96045,96944.09561,79977.69708,87693.79007,100600.5624,101524.1419,102913.4508,97019.18275,74355.51586,70460.56053,75496.75406,82267.80932,75719.7529,67329.67779,89202.75054
Nepal,GDP per capita (current US$),50.30493772,51.81124873,55.02568891,46.86145326,46.00340388,67.00747097,81.16442237,73.96790076,66.54894009,66.63834579,71.71859114,71.6298781,81.386573,75.63696074,92.75222233,117.4177468,105.8928233,98.54200742,111.8066138,126.1333096,129.5860224,148.0802633,152.2896698,151.9925535,156.6505397,155.4078184,165.3618292,167.7999446,193.499648,191.1208533,191.8788839,202.0805891,170.5866512,178.6259878,193.2795509,203.9807806,204.6857552,217.7879819,210.6115609,214.1067032,229.4903926,246.7255581,244.7208435,252.4023518,286.1576726,315.80563,346.9453313,391.3800572,470.455459,478.1732528,592.4012071,797.8139473,804.1416073,823.3598746,844.8531249,901.7496077,899.523581,1048.453755,1178.525957,1194.957236,1147.471971,1222.878794
Nauru,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4752.175082,6560.27487,9562.667866,9648.495655,10171.48073,8341.012278,9521.042101,10339.38548,11614.66508,11029.73558,10580.26819,12252.2668
New Zealand,GDP per capita (current US$),2312.949992,2343.292213,2448.628633,2622.220271,2813.546976,2151.294927,2191.312542,2188.399139,1885.156152,2077.895543,,2772.918597,3294.648943,4323.196535,4610.570426,4171.76974,4373.840998,4950.588205,5936.98526,6668.138666,7467.168038,7813.887543,7656.475732,7598.312039,6713.760131,7600.565242,9427.55394,12330.91683,13759.15563,13312.38559,13663.02162,12230.07345,11793.13924,13094.34545,15280.31278,17400.42018,18794.43604,17474.18703,14738.44557,15322.22383,13641.10272,13882.85683,16874.18749,21913.70817,25420.23488,27751.06547,26654.5932,32479.98174,31252.96256,28209.36233,33676.77412,38387.62708,39973.38076,42976.64959,44572.89875,38630.72659,40058.19616,42924.9956,43250.44097,42865.23364,41596.5055,48801.68513
OECD members,GDP per capita (current US$),1335.424217,1384.98117,1474.283507,1567.435637,1690.114486,1810.724275,1963.160147,2082.746461,2233.621164,2429.340651,2618.519625,2862.557164,3282.332055,3921.859949,4347.359217,4822.177038,5178.932521,5787.712208,6887.832004,7880.82778,8677.330955,8752.993975,8547.279257,8753.904533,9082.954118,9491.05003,11403.98368,13102.24142,14650.6233,15203.9809,16978.03,17798.86676,18964.57392,19054.28312,20278.23222,22178.10824,22192.49973,21686.90855,21747.92308,22674.60352,23007.48107,22620.53002,23429.8991,26019.12309,28756.33103,30185.62364,31612.01388,34354.35662,36190.52047,33615.97798,35025.50921,37486.55175,37217.70866,37477.67902,37993.05368,35590.73172,36037.76772,37377.57018,39306.7924,39478.31197,38116.42222,42098.64597
Oman,GDP per capita (current US$),,,,,,101.2591791,105.5566874,162.3238308,277.909232,342.4750102,354.0821008,401.9004645,472.5203841,598.5661842,1954.883148,2377.10755,2760.541488,2803.394083,2653.281709,3419.265724,5181.826219,5947.280838,5855.822404,5828.101618,6164.192659,6677.398407,4691.209375,4822.101942,4997.39045,5382.732526,6448.13836,5988.866834,6278.652491,6029.183803,6013.200263,6261.764469,6830.639424,7039.621237,6215.715413,6915.370973,8601.271944,8475.968643,8626.965234,9066.312371,10126.13774,12377.08001,14420.51204,15838.46956,22139.74071,16823.79498,21369.35297,23837.31094,24988.01259,23888.62658,23017.93398,18444.927,16772.73921,17329.18546,18947.3665,17700.70349,14485.38612,16439.29645
Other small states,GDP per capita (current US$),,,,,,,,,,,284.3802993,330.8186717,392.2805757,556.8603586,1005.780617,1099.629742,1338.998438,1476.712658,1595.325534,2026.868729,2751.574631,2702.802447,2496.203256,2302.063946,2262.527741,2096.152477,2067.807035,2389.588671,2615.211851,2670.560826,3122.900951,3146.570915,3367.591993,3151.471254,3239.610348,3672.295052,3802.31462,3880.092798,3734.030462,3941.000861,4370.08818,4274.292534,4534.112424,5547.415538,6753.972105,8008.480303,9187.777369,10954.53824,13045.05172,10905.7047,12378.48615,14896.65861,15212.73848,15553.00274,15733.94809,12780.72639,12385.43331,13215.42974,14368.92697,13799.29553,11792.06642,13776.75585
Pakistan,GDP per capita (current US$),83.33794593,89.40903403,91.31918488,95.70337782,104.8802176,116.4467247,125.546992,139.1184751,145.9456727,153.4169694,172.4656661,178.5551136,153.3840396,101.1646559,137.108934,168.0803848,191.3010842,213.1687025,243.3358381,260.5623336,303.0509594,348.2950607,368.2773993,332.5210468,349.1820502,337.8285325,335.0201588,339.3322552,379.4545167,384.3643055,371.6785676,411.859439,429.1469022,442.4922573,434.4654042,489.8818298,497.2161314,476.3812276,461.2167361,454.2761123,576.1955804,544.4942514,534.3039007,599.3763305,687.8364127,748.9225893,836.8605262,908.0950852,990.8466112,957.9956753,987.409712,1164.978823,1198.117637,1208.91771,1251.175719,1356.667831,1540.184503,1631.531909,1678.04315,1481.813864,1359.514522,1537.936411
Panama,GDP per capita (current US$),474.0906704,513.2516793,542.3281858,583.4115618,608.1004849,648.4360821,686.0694008,742.1140689,775.6393081,827.1733263,889.2377077,974.9369999,1040.810314,1157.624086,1287.954959,1395.476185,1444.748181,1489.964055,1721.77463,1918.162773,2332.126385,2577.745173,2782.289796,2791.771146,2849.053877,2947.691556,2996.620763,2945.169327,2492.144328,2446.230921,2603.847676,2803.944925,3122.087316,3339.914374,3489.151106,3494.51729,3529.852222,3741.28733,3974.664305,4082.614583,4060.317793,4046.429148,4126.232386,4267.292687,4592.152614,4916.907612,5348.884253,6166.187862,7154.274496,7576.140467,8082.01618,9358.26813,10722.26148,11889.09507,12796.07404,13630.30115,14343.98026,15146.40851,15544.99908,15774.25495,12509.83529,14516.45805
Peru,GDP per capita (current US$),253.2649213,277.5687634,305.7616169,325.5163392,382.7439648,441.182112,507.5309532,500.8734862,450.4014675,490.4136037,552.1797687,599.1156553,646.1428162,752.2233843,922.8464967,1094.161608,1006.890862,899.2555182,750.4328671,931.088402,1033.061047,1204.562057,1182.053145,918.3793859,910.1798859,836.9460873,753.5315298,1000.532272,729.8761993,1040.962255,1196.586858,1524.770536,1566.011279,1488.032995,1881.737355,2194.017247,2232.075816,2306.438527,2163.119357,1924.486419,1955.588006,1941.475342,2021.240038,2145.643889,2417.034363,2729.499172,3154.331349,3606.070689,4220.616378,4196.311627,5082.353706,5869.323882,6528.971775,6756.752996,6672.877373,6229.100674,6204.996457,6710.507602,6958.497262,7023.077526,6117.493571,6692.248375
Philippines,GDP per capita (current US$),286.1043301,300.8420416,176.4600348,189.746866,198.7325697,210.8477965,225.6144365,235.3424627,255.4430364,275.1599962,211.1290884,227.2770483,239.1102216,292.4555135,388.7935401,408.7425894,456.5953187,510.7376538,574.5528125,677.4872734,778.0827803,832.0790958,843.7225959,734.4881978,676.3619165,644.146048,609.5770431,659.9530529,733.9412969,803.9959945,816.0295457,816.0804127,929.2862821,931.5661269,1073.017568,1212.944437,1325.571064,1288.580731,997.5936933,1122.032017,1072.801752,990.5659913,1036.158331,1048.008205,1121.490006,1244.348741,1452.438089,1744.639979,1998.02692,1904.196388,2217.472153,2450.735694,2694.305109,2871.429701,2959.645435,3001.043182,3073.654686,3123.245642,3252.110274,3485.340844,3301.218603,3548.828323
Palau,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7657.951214,8092.207323,8307.957438,7771.209368,8317.113942,9626.612414,9843.049373,10381.42387,10598.88283,10252.75014,10356.63362,11094.83322,12044.10547,12561.33614,13711.7617,15876.46193,16835.986,16019.98989,15895.2599,15232.48708,14243.86469,
Papua New Guinea,GDP per capita (current US$),102.1766587,106.5853255,111.6004653,115.6641376,125.4250001,138.4706328,153.9456827,170.0953128,182.6222427,202.7498539,231.9462843,251.8724651,294.2979516,434.5994936,479.047218,432.0431119,469.5461972,496.8041299,574.8479325,659.4481356,712.9190725,681.0247781,628.5237849,661.8879359,641.9915399,593.8152473,632.5174724,732.3921728,831.0329102,786.8789271,697.5389685,801.4729647,905.249168,1005.151953,1086.291169,893.7731191,970.0904769,906.3609204,678.8966674,608.2815307,602.1864903,515.6847804,491.8343081,568.2463486,618.0367032,749.1865116,1256.979648,1401.949447,1672.951024,1626.312855,1949.351185,2406.910967,2790.676303,2729.888751,2920.782986,2679.346579,2509.629637,2695.249009,2801.371393,2820.306397,2757.011019,2916.357349
Poland,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.209531,2235.541089,2459.020685,2497.195241,2874.825311,3686.8193,4147.465501,4123.135618,4518.108226,4398.081043,4501.454067,4991.244358,5207.171421,5701.602212,6681.386472,8021.505743,9035.410467,11254.51739,13996.02515,11526.05589,12613.011,13879.56099,13097.27085,13696.4663,14271.30585,12578.49547,12447.43959,13864.68176,15468.48222,15732.20313,15742.45373,17840.92105
Pre-demographic dividend,GDP per capita (current US$),111.5900363,112.7967926,120.3833823,137.0507197,124.6689733,137.1613501,147.004393,135.3880444,139.1427338,153.6097158,183.0991131,174.3525269,197.5397592,236.2279462,325.9104395,361.8902928,412.1273394,442.506031,478.2035885,586.003745,701.949929,949.4080182,865.1381737,674.5687538,601.9661198,591.4653676,554.9009158,591.9766036,604.397283,595.2278602,947.9085434,485.4141483,372.8581398,322.1892688,291.3706627,361.1669249,389.6932828,417.9823348,420.1566724,447.2339978,504.0156704,468.2997696,521.6910823,550.7031099,667.9800527,810.2903026,990.8408699,1166.583229,1420.706226,1263.182467,1435.877036,1620.424413,1713.457216,1822.840521,1861.65095,1563.731184,1396.061296,1446.507196,1438.529516,1474.823822,1349.15316,1437.208502
Puerto Rico,GDP per capita (current US$),717.5148431,777.2150274,854.744805,931.751666,1006.434446,1110.832691,1207.811824,1335.274112,1480.693176,1661.866885,1852.354673,2044.319906,2246.476714,2432.414219,2614.500941,2738.243153,2946.461953,3208.771356,3567.752629,4024.50942,4502.838428,4920.722937,5115.008514,5217.722729,5730.117009,6008.054486,6455.184461,6980.490143,7595.444656,8033.089441,8652.507492,9064.018517,9659.3389,10212.27676,10876.41882,11579.185,12173.16369,12817.64496,14304.40499,15220.99134,16192.12697,18123.1987,18731.45939,19557.12025,20988.99233,21959.3227,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.76057,31604.70151,32850.54861,31429.86612,
"Korea, Dem. People's Rep.",GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,GDP per capita (current US$),360.4992985,382.729947,407.8528436,432.5117296,468.7810816,520.9106594,575.0076807,646.8227201,719.0804919,795.7593714,934.0821561,1064.537713,1302.266268,1747.989041,2000.418246,2127.637507,2173.283934,2267.371003,2457.313216,2755.624618,3368.366669,3245.975214,3079.949566,2735.491066,2522.747476,2705.193002,3861.948433,4803.866095,5623.697,6056.381028,7884.617988,8958.985333,10810.56651,9534.656364,9977.319909,11781.36185,12185.0914,11575.50711,12199.20639,12475.29177,11526.37207,11734.76497,12936.69282,15797.78213,18064.15809,18780.12751,19839.45405,22811.05648,24949.04136,23151.21541,22520.64231,23217.2955,20563.7136,21653.19598,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22194.56611,24262.18094
Paraguay,GDP per capita (current US$),,,,,,204.2008304,208.8501353,215.0668973,220.096548,230.5024334,240.2705038,262.0676904,296.1091884,374.3419598,489.5614817,541.4879412,593.6543256,712.6585154,849.5248677,1103.913114,1398.054298,1718.499822,1608.724557,1635.633487,1260.743798,892.8904517,984.3830554,1020.381636,1063.474754,1156.924625,1376.165325,1611.399861,1610.212247,1591.374158,1686.845278,1897.098347,2002.68346,1993.804376,1812.993667,1694.11121,1663.604939,1565.054289,1300.852367,1365.416418,1679.49512,1843.634108,2271.088885,2976.84448,4047.702445,3626.747293,4342.065845,5326.358284,5185.141549,5936.975959,6118.31811,5413.776021,5324.609068,5678.869972,5782.78455,5383.574422,4967.687212,5400.103826
West Bank and Gaza,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.581542,1326.562857,1317.466751,1389.164971,1465.046057,1499.492177,1476.17185,1335.553195,1156.217473,1257.69857,1422.190886,1543.701414,1570.1044,1664.245717,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3663.969055
Pacific island small states,GDP per capita (current US$),,,,,,,,,,,,371.8324498,437.2802029,583.8416585,812.4705744,888.9127131,873.2640077,892.738468,1014.302,1216.715337,1381.390612,1390.85461,1327.10243,1233.213828,1272.054695,1182.214138,1269.432163,1217.479409,1231.009356,1257.039798,1387.915789,1452.845734,1566.715262,1631.928583,1890.067782,2018.398603,2129.721497,2105.246172,1780.428363,1933.665605,1750.840801,1708.083089,1774.146652,2058.254445,2344.156453,2574.695775,2669.748626,2911.250161,3074.552887,2726.452364,2965.105976,3440.444748,3609.414124,3702.431426,3970.595443,3832.551181,3965.895179,4222.557375,4340.564704,4271.583766,3785.503406,3798.752777
Post-demographic dividend,GDP per capita (current US$),1387.393967,1449.261704,1545.755736,1645.31647,1774.400198,1906.585915,2069.910485,2200.755745,2365.24813,2577.111649,2788.842025,3058.067056,3514.694766,4206.523817,4658.367859,5178.255441,5579.343999,6264.583859,7475.856122,8534.529389,9387.334752,9430.439733,9332.654951,9631.886762,10014.11243,10490.38011,12747.8948,14697.85198,16461.45885,17086.76078,19058.028,19968.00445,21279.77934,21279.02435,22746.08325,25094.91167,25080.04003,24461.02385,24448.75258,25549.21184,25864.51899,25490.28874,26458.49575,29518.7947,32630.88296,34160.53226,35752.78546,38809.04098,40855.41252,38266.89576,39720.38128,42549.56148,42308.70329,42546.67832,43196.85331,40669.04208,41401.37787,42995.85935,45413.55092,45728.10123,44330.3117,48916.17657
French Polynesia,GDP per capita (current US$),,,,,,1889.242399,2229.75272,2210.064681,2512.267362,2274.456372,2299.176401,2595.318557,2756.155611,3516.384718,4375.553258,5260.44846,5401.994032,5670.021941,6969.910106,8169.164177,8885.695675,8103.456213,7907.981691,7977.831493,8006.276935,8514.244492,12659.73114,13629.83813,14051.68007,13470.08991,15913.5104,16038.83667,17170.39918,16123.21891,16444.15505,18262.42169,17788.07039,15722.32635,16300.92634,16068.97356,14350.61586,,,,,,,,,,,,,,,19500.10086,20020.09386,21127.06433,22094.75746,21512.2733,20182.5845,
Qatar,GDP per capita (current US$),,,,,,,,,,,2755.556485,3246.715887,3909.888056,5583.61784,15631.69314,15292.57418,18906.15333,19842.03606,21109.99605,27455.0149,35010.39528,34926.704,27402.26749,20910.45334,19645.31466,16590.80272,12704.36631,12901.52096,13611.44569,14052.58982,15454.17967,14124.26385,15434.21009,14270.97377,14544.00559,15849.56574,17337.42187,21104.76372,18593.41407,21723.8142,29976.16763,28517.22084,30214.67042,34517.60321,42124.94084,51455.95094,59530.561,65421.37692,80234.19083,59094.65918,67403.08768,82409.94164,85075.98654,85050.68435,83858.34046,63039.11263,57162.96801,59124.86727,65907.94843,62087.97413,50124.38594,61275.99827
Romania,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.838364,1769.889931,1817.902101,1680.705623,1260.749045,1102.103785,1158.132516,1323.104325,1650.276481,1633.010644,1577.323357,1852.467309,1599.889533,1659.90764,1825.179805,2119.882673,2679.41191,3494.944517,4617.929016,5757.496429,8360.166321,10435.04398,8548.118672,8214.076893,9099.217539,8507.104775,9547.852151,10043.67745,8969.148921,9548.587403,10807.00917,12398.98198,12899.34611,12956.56625,14861.90917
Russian Federation,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,3777.235352,3428.762207,3492.710205,3490.452393,3098.802734,2930.670166,2662.104004,2665.779785,2643.929199,2737.572021,1834.861816,1330.757202,1771.594116,2100.352539,2377.529541,2975.125244,4102.364746,5323.462891,6920.188965,9101.254883,11635.27246,8562.813477,10674.99609,14311.08398,15420.875,15974.64453,14095.64844,9313.013672,8704.898438,10720.33301,11287.36035,11536.25098,10161.98242,12172.78516
Rwanda,GDP per capita (current US$),40.53721128,40.68926811,40.94418195,41.21829693,41.08387938,45.98928276,37.48883932,46.64274253,48.78409978,51.7946093,58.52527645,57.58923534,61.81190225,70.80298517,72.89440258,131.019799,141.5310109,160.3842428,188.1847569,222.8134383,243.4870745,264.0263841,255.6370123,260.0054447,268.9232767,279.1049643,301.7981245,318.2065002,337.9554619,330.4971213,349.8733096,269.8504233,302.7386376,314.7513041,126.954894,221.6289261,229.8867674,288.4093021,285.7102739,287.3802065,260.6076547,238.788134,233.1575044,249.7507031,273.6446627,331.7045113,366.9116293,438.6813363,543.5680119,579.7532368,609.7542974,668.5278483,725.2049521,722.9290868,742.9662434,751.1105055,744.7943858,772.2948846,783.8127901,820.1772393,786.3018148,833.8298757
South Asia,GDP per capita (current US$),82.34539891,86.04608276,89.91132804,98.97857963,110.8746439,116.4844985,95.79954822,103.0626366,105.6144063,113.5083829,120.1287917,124.9074412,122.74614,137.1577257,162.3755547,169.8135591,161.9053028,183.114197,203.4850499,222.5682115,262.0772529,271.3147007,274.1342797,283.4323535,275.5886055,292.8093931,303.0843175,328.9861025,345.6573611,341.1422924,359.2316694,312.6576415,324.9073431,314.9985358,349.8635745,380.353701,407.7515518,419.3197881,416.9828766,438.310721,453.2376041,455.8580189,469.712186,538.711136,613.9477974,691.6926172,774.8637986,959.3051264,959.4612494,1041.980211,1257.499508,1368.916304,1366.059425,1383.316909,1496.014996,1543.048131,1696.739629,1911.329754,1944.006635,1987.56834,1875.441391,2176.776671
Saudi Arabia,GDP per capita (current US$),,,,,,,,,777.2672726,801.0447392,921.3350532,1177.724612,1511.670381,2227.006073,6437.41809,6304.116447,8202.77002,9038.879186,9282.661166,12241.25715,16977.98593,17871.992,13944.95128,11039.2398,9632.538746,7919.651547,6304.259838,5932.29551,5856.382339,6085.956465,7246.01592,7883.245268,7932.093233,7485.541756,7421.289194,7690.576284,8335.804742,8551.676059,7419.161144,8007.958194,9171.331476,8684.645762,8695.396483,9609.968686,11185.13704,13791.45476,15384.73836,16516.63178,20078.26007,16113.14371,19262.5476,23745.88058,25243.602,24845.12466,24464.21256,20627.92178,19878.76817,20802.46179,24228.83904,23450.56202,20203.66888,23585.88563
Sudan,GDP per capita (current US$),125.8598404,133.0822449,140.7251282,139.309845,139.2234039,141.0819244,140.6857758,147.9976807,150.0225372,160.3841553,176.9540253,187.0769348,196.9108124,236.617218,294.9852295,348.0100708,419.9310303,506.659729,431.8120728,491.5774231,470.8978271,509.1306458,408.4165649,390.781311,480.2522278,360.6355591,437.163147,509.767395,590.1796875,856.7276001,1312.049316,1668.133057,260.5103455,320.485321,449.7105713,473.4134827,300.5649414,378.9547729,355.1525574,328.0686646,366.1727295,456.6242371,512.4412842,586.7532349,711.9219971,914.1665039,1143.932251,1461.315918,1551.085815,1358.527222,1683.211914,1947.184204,1746.031982,1781.010254,2022.724243,2184.542236,2583.447266,3178.314209,773.5070801,755.3289795,615.4620972,764.3410034
