Country,Series,Year,GDP per capita
,,2010,1069.976001
,,2011,958.7904642
,,2012,938.7390353
,,2013,997.0369037
,,2014,1041.977873
,,2015,1024.886105
,,2016,1080.258622
,,2017,1162.971829
,,2018,1133.259641
,,2019,1169.69953
,,2020,1175.586605
,,2021,1254.267846
IDA total,GDP per capita (current US$),1960,97.20955584
,,1961,100.2205381
,,1962,105.407725
,,1963,115.5733146
,,1964,110.0414722
,,1965,120.5812388
,,1966,127.5038135
,,1967,125.1830222
,,1968,128.5171878
,,1969,140.5851011
,,1970,159.0877403
,,1971,155.6131649
,,1972,158.5393041
,,1973,177.7276353
,,1974,233.9701363
,,1975,272.8870839
,,1976,276.6552782
,,1977,294.2991959
,,1978,324.9680573
,,1979,369.193679
,,1980,428.0242307
,,1981,610.8956389
,,1982,559.6498192
,,1983,456.7888534
,,1984,411.033217
,,1985,408.7479599
,,1986,402.0848914
,,1987,421.7902165
,,1988,405.8368183
,,1989,400.180298
,,1990,443.2535529
,,1991,451.3695783
,,1992,398.7738209
,,1993,377.2559724
,,1994,365.3330282
,,1995,410.8595064
,,1996,450.6455971
,,1997,457.1506322
,,1998,455.1164976
,,1999,458.2604099
,,2000,496.9040661
,,2001,487.8591692
,,2002,511.3701405
,,2003,555.4806623
,,2004,638.4720813
,,2005,729.105958
,,2006,849.5056205
,,2007,971.1013152
,,2008,1132.965465
,,2009,1101.696321
,,2010,1232.055912
,,2011,1220.833482
,,2012,1254.827053
,,2013,1332.400378
,,2014,1394.917755
,,2015,1342.999404
,,2016,1342.913778
,,2017,1372.988159
,,2018,1369.260457
,,2019,1399.11567
,,2020,1365.047843
,,2021,1456.412704
Late-demographic dividend,GDP per capita (current US$),1960,174.9208106
,,1961,161.7259505
,,1962,162.5781703
,,1963,173.90175
,,1964,186.7464125
,,1965,205.2302643
,,1966,223.1776966
,,1967,219.2677227
,,1968,218.1042695
,,1969,237.5713025
,,1970,264.0691436
,,1971,286.7871324
,,1972,322.4350339
,,1973,407.1221885
,,1974,469.8583625
,,1975,507.9789873
,,1976,538.9519938
,,1977,616.047823
,,1978,631.8468599
,,1979,740.8005896
,,1980,835.4120067
,,1981,864.3107792
,,1982,865.9061381
,,1983,783.9153645
,,1984,807.1199225
,,1985,824.8941441
,,1986,861.7595121
,,1987,892.8087289
,,1988,959.8562506
,,1989,1000.637738
,,1990,1060.693417
,,1991,1054.706487
,,1992,1062.591645
,,1993,1094.082043
,,1994,1257.975535
,,1995,1542.039595
,,1996,1684.379466
,,1997,1746.912862
,,1998,1666.409714
,,1999,1526.972084
,,2000,1664.135908
,,2001,1707.876625
,,2002,1798.205872
,,2003,2035.258884
,,2004,2430.855532
,,2005,2914.627504
,,2006,3495.360251
,,2007,4376.793957
,,2008,5407.311539
,,2009,5192.378349
,,2010,6208.822265
,,2011,7517.381346
,,2012,7984.734577
,,2013,8544.076174
,,2014,8810.520696
,,2015,8208.051873
,,2016,8179.070874
,,2017,9018.161029
,,2018,9832.141379
,,2019,9974.505915
,,2020,9699.089375
,,2021,11452.82041
Latin America & Caribbean,GDP per capita (current US$),1960,384.4166116
,,1961,396.4563778
,,1962,422.6539397
,,1963,419.323544
,,1964,452.4923023
,,1965,473.6481563
,,1966,508.0001966
,,1967,505.144859
,,1968,528.601011
,,1969,576.0298593
,,1970,612.9603067
,,1971,667.2639359
,,1972,732.6927836
,,1973,951.7290114
,,1974,1205.214092
,,1975,1235.053386
,,1976,1323.846865
,,1977,1421.314359
,,1978,1575.756748
,,1979,1828.451221
,,1980,2173.2141
,,1981,2429.00855
,,1982,2203.191351
,,1983,1888.902143
,,1984,1849.772001
,,1985,1802.427069
,,1986,1766.698222
,,1987,1825.134899
,,1988,1999.867597
,,1989,2141.077233
,,1990,2506.886067
,,1991,2643.055922
,,1992,2835.018733
,,1993,3233.020311
,,1994,3731.297642
,,1995,3985.884034
,,1996,4244.098479
,,1997,4579.452909
,,1998,4548.967771
,,1999,4043.520614
,,2000,4400.693873
,,2001,4246.132101
,,2002,3761.018461
,,2003,3787.759453
,,2004,4308.292822
,,2005,5144.016962
,,2006,5948.488622
,,2007,6925.646204
,,2008,7957.756747
,,2009,7392.287833
,,2010,9063.943384
,,2011,10202.18578
,,2012,10198.36203
,,2013,10338.42461
,,2014,10431.71262
,,2015,8629.009605
,,2016,8350.020625
,,2017,9188.579683
,,2018,8902.399152
,,2019,8699.460717
,,2020,7270.703584
,,2021,8340.3896
Latin America & Caribbean (excluding high income),GDP per capita (current US$),1960,348.6692686
,,1961,355.1176621
,,1962,375.5571903
,,1963,368.0389525
,,1964,410.6628717
,,1965,433.4332828
,,1966,466.569305
,,1967,462.4370785
,,1968,484.7820466
,,1969,529.432832
,,1970,561.4723056
,,1971,606.3094825
,,1972,673.0470444
,,1973,879.0918948
,,1974,1127.856044
,,1975,1188.167835
,,1976,1263.844013
,,1977,1340.639683
,,1978,1489.934752
,,1979,1710.152756
,,1980,2018.911368
,,1981,2259.751819
,,1982,2038.616697
,,1983,1723.636583
,,1984,1704.34573
,,1985,1654.707921
,,1986,1620.326528
,,1987,1704.530824
,,1988,1855.938548
,,1989,2045.602346
,,1990,2423.567441
,,1991,2545.622181
,,1992,2715.710687
,,1993,3145.365431
,,1994,3674.630576
,,1995,3869.223574
,,1996,4156.266562
,,1997,4463.134768
,,1998,4413.669845
,,1999,3852.368101
,,2000,4199.341935
,,2001,4025.350812
,,2002,3569.395494
,,2003,3602.711774
,,2004,4059.980209
,,2005,4856.045751
,,2006,5599.171247
,,2007,6539.234548
,,2008,7478.332051
,,2009,6863.890423
,,2010,8498.597854
,,2011,9824.186368
,,2012,9667.271497
,,2013,9815.816253
,,2014,9755.448557
,,2015,8203.003864
,,2016,7885.57463
,,2017,8699.475686
,,2018,8357.124704
,,2019,8165.360565
,,2020,6765.532776
,,2021,7727.161172
Latin America & the Caribbean (IDA & IBRD countries),GDP per capita (current US$),1960,379.0004054
,,1961,390.205816
,,1962,415.5329984
,,1963,411.1903296
,,1964,443.6547151
,,1965,463.6909827
,,1966,497.0972281
,,1967,492.7365195
,,1968,514.7071368
,,1969,560.3231996
,,1970,595.5460758
,,1971,646.0906578
,,1972,708.2777794
,,1973,927.8222925
,,1974,1185.130832
,,1975,1210.101347
,,1976,1298.231546
,,1977,1395.737763
,,1978,1541.482757
,,1979,1793.323098
,,1980,2144.078527
,,1981,2404.261021
,,1982,2166.62073
,,1983,1837.52093
,,1984,1787.553797
,,1985,1739.42727
,,1986,1695.870461
,,1987,1749.455006
,,1988,1919.782729
,,1989,2063.057144
,,1990,2432.331664
,,1991,2580.484911
,,1992,2779.504383
,,1993,3184.645131
,,1994,3678.758507
,,1995,3930.939259
,,1996,4203.06257
,,1997,4536.370338
,,1998,4491.391337
,,1999,3958.158773
,,2000,4313.353495
,,2001,4138.703309
,,2002,3632.521826
,,2003,3650.743007
,,2004,4171.21732
,,2005,5013.354691
,,2006,5821.940604
,,2007,6810.989877
,,2008,7862.130309
,,2009,7277.909195
,,2010,8988.807634
,,2011,10137.84828
,,2012,10124.03757
,,2013,10260.50582
,,2014,10349.12339
,,2015,8480.625831
,,2016,8185.147519
,,2017,9037.781171
,,2018,8740.515234
,,2019,8519.254425
,,2020,7062.47559
,,2021,8100.572875
Least developed countries: UN classification,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,290.8918017
,,1981,282.6568948
,,1982,272.4887067
,,1983,253.1761628
,,1984,246.527972
,,1985,251.7298536
,,1986,263.8247047
,,1987,282.6292162
,,1988,303.0672661
,,1989,318.7675288
,,1990,360.0642001
,,1991,375.7797697
,,1992,275.7118494
,,1993,268.7718509
,,1994,242.0485342
,,1995,269.9962722
,,1996,290.1241988
,,1997,297.5701687
,,1998,295.2773633
,,1999,295.7049534
,,2000,330.9290934
,,2001,315.3546854
,,2002,333.6041879
,,2003,364.6459897
,,2004,411.3711032
,,2005,474.6680632
,,2006,537.512922
,,2007,630.2953912
,,2008,751.2669424
,,2009,739.2523128
,,2010,820.3690583
,,2011,930.2309521
,,2012,955.3450319
,,2013,1017.033637
,,2014,1067.951985
,,2015,1009.424564
,,2016,1025.998979
,,2017,1119.433811
,,2018,1077.493342
,,2019,1105.717065
,,2020,1099.201561
,,2021,1176.977617
Low & middle income,GDP per capita (current US$),1960,151.6954418
,,1961,144.0552381
,,1962,145.1337162
,,1963,153.3188539
,,1964,167.8198287
,,1965,181.3155743
,,1966,183.5467154
,,1967,183.7115193
,,1968,189.4229158
,,1969,206.7890038
,,1970,221.3928491
,,1971,232.7036547
,,1972,254.4227761
,,1973,316.7543059
,,1974,393.5686737
,,1975,426.6096564
,,1976,448.7172272
,,1977,494.2966152
,,1978,525.6653323
,,1979,611.2791313
,,1980,705.6506686
,,1981,776.7261071
,,1982,750.0606956
,,1983,710.1150985
,,1984,703.6140882
,,1985,716.979014
,,1986,729.2815585
,,1987,738.1684299
,,1988,768.962104
,,1989,783.9367908
,,1990,886.0990996
,,1991,841.6560871
,,1992,853.8367881
,,1993,895.7400984
,,1994,966.1075768
,,1995,1071.852584
,,1996,1156.277769
,,1997,1204.738142
,,1998,1148.264338
,,1999,1107.768402
,,2000,1193.112078
,,2001,1186.906946
,,2002,1199.695542
,,2003,1332.789366
,,2004,1560.39578
,,2005,1832.529348
,,2006,2145.015665
,,2007,2613.858314
,,2008,3086.455356
,,2009,2979.63775
,,2010,3578.022127
,,2011,4167.510276
,,2012,4375.13355
,,2013,4570.563791
,,2014,4661.974204
,,2015,4366.051099
,,2016,4349.147276
,,2017,4718.39202
,,2018,4933.697969
,,2019,4993.619381
,,2020,4759.776082
,,2021,5530.438553
Low income,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,118.9489827
,,1968,122.71435
,,1969,136.6324036
,,1970,137.7549347
,,1971,146.2878879
,,1972,155.8242598
,,1973,181.8474846
,,1974,222.1503435
,,1975,247.555638
,,1976,255.8541566
,,1977,289.4041383
,,1978,316.9185486
,,1979,342.7930499
,,1980,363.9461264
,,1981,364.0165177
,,1982,361.8015276
,,1983,342.0332747
,,1984,327.9000686
,,1985,321.888611
,,1986,358.570153
,,1987,405.5452848
,,1988,359.3269129
,,1989,386.3341251
,,1990,459.5781703
,,1991,501.8894634
,,1992,359.7166489
,,1993,365.8103409
,,1994,351.5284881
,,1995,384.3735211
,,1996,412.5115887
,,1997,432.6236786
,,1998,429.2241674
,,1999,424.1723845
,,2000,481.4161019
,,2001,468.8657927
,,2002,487.9832214
,,2003,518.951959
,,2004,592.6675502
,,2005,688.8598125
,,2006,783.2660056
,,2007,914.0604069
,,2008,1066.750783
,,2009,1057.709922
,,2010,1162.622904
,,2011,852.0498945
,,2012,788.1957823
,,2013,789.200762
,,2014,821.3361813
,,2015,791.7100264
,,2016,764.7048854
,,2017,834.4908817
,,2018,699.4114352
,,2019,720.474279
,,2020,703.7338455
,,2021,749.7613804
Lower middle income,GDP per capita (current US$),1960,92.09921949
,,1961,95.34959824
,,1962,94.68920294
,,1963,103.0087703
,,1964,113.0093328
,,1965,119.0358086
,,1966,106.6976037
,,1967,111.3837574
,,1968,117.2218296
,,1969,127.1764459
,,1970,137.6752057
,,1971,141.8904885
,,1972,150.8735408
,,1973,181.3763402
,,1974,236.2697538
,,1975,256.9099667
,,1976,279.3172655
,,1977,314.1073917
,,1978,338.1951944
,,1979,379.5301657
,,1980,449.7768991
,,1981,528.1340049
,,1982,530.5580274
,,1983,511.9826385
,,1984,493.5176003
,,1985,513.3147261
,,1986,533.3086332
,,1987,509.8748336
,,1988,507.2433058
,,1989,495.6098186
,,1990,522.0283167
,,1991,482.3392047
,,1992,496.0695278
,,1993,489.6764928
,,1994,517.2536227
,,1995,575.9709081
,,1996,631.9149907
,,1997,634.4467283
,,1998,568.9721296
,,1999,603.4251255
,,2000,623.5333879
,,2001,626.3038802
,,2002,658.4241313
,,2003,743.2009999
,,2004,846.9947942
,,2005,966.9313966
,,2006,1126.107368
,,2007,1360.742579
,,2008,1516.921042
,,2009,1520.387397
,,2010,1828.252092
,,2011,2069.305481
,,2012,2138.965153
,,2013,2141.518319
,,2014,2191.985872
,,2015,2109.3345
,,2016,2193.471208
,,2017,2322.906883
,,2018,2335.303125
,,2019,2411.334922
,,2020,2285.711107
,,2021,2581.857195
Middle East & North Africa,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,339.0557467
,,1969,364.9841125
,,1970,401.3981125
,,1971,462.2512692
,,1972,545.0053627
,,1973,717.9854148
,,1974,1304.274784
,,1975,1402.164677
,,1976,1722.534065
,,1977,1945.301944
,,1978,2015.820568
,,1979,2566.02201
,,1980,3219.527984
,,1981,3226.861194
,,1982,3117.086556
,,1983,3051.846642
,,1984,3011.410163
,,1985,2991.592087
,,1986,2977.278846
,,1987,2658.32718
,,1988,2445.866674
,,1989,2468.619139
,,1990,3150.525273
,,1991,2147.408586
,,1992,2305.71936
,,1993,2285.273669
,,1994,2356.315148
,,1995,2585.096162
,,1996,2862.835873
,,1997,2952.74938
,,1998,2832.584333
,,1999,3017.658257
,,2000,3318.57082
,,2001,3240.497035
,,2002,3163.883187
,,2003,3442.683666
,,2004,3988.368112
,,2005,4704.36999
,,2006,5399.77715
,,2007,6243.049021
,,2008,7617.930158
,,2009,6734.13743
,,2010,7703.878573
,,2011,8518.297706
,,2012,8992.171694
,,2013,8666.91024
,,2014,8540.737206
,,2015,7375.464756
,,2016,7307.448457
,,2017,7469.549834
,,2018,7704.420769
,,2019,7587.355596
,,2020,6688.08728
,,2021,7696.86848
Middle East & North Africa (excluding high income),GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,213.9163598
,,1966,217.0371244
,,1967,228.6601929
,,1968,244.8248335
,,1969,264.4346678
,,1970,290.8968959
,,1971,324.9839545
,,1972,377.9974616
,,1973,489.1496951
,,1974,726.7038436
,,1975,823.6568112
,,1976,989.8598279
,,1977,1114.847045
,,1978,1165.404741
,,1979,1412.554459
,,1980,1642.26703
,,1981,1554.646703
,,1982,1728.576261
,,1983,1882.704968
,,1984,1932.071811
,,1985,2042.848964
,,1986,2227.604766
,,1987,1891.442322
,,1988,1687.296806
,,1989,1650.467364
,,1990,2241.412514
,,1991,1132.138471
,,1992,1216.723021
,,1993,1220.540385
,,1994,1279.82378
,,1995,1460.052528
,,1996,1649.361417
,,1997,1710.409931
,,1998,1711.898705
,,1999,1828.294846
,,2000,1904.949977
,,2001,1892.547133
,,2002,1809.616019
,,2003,1942.429143
,,2004,2268.073676
,,2005,2631.704991
,,2006,3015.265416
,,2007,3613.760484
,,2008,4380.665054
,,2009,4191.909769
,,2010,4748.306151
,,2011,4822.027018
,,2012,5092.955544
,,2013,4601.10314
,,2014,4452.593964
,,2015,3931.556278
,,2016,3962.898791
,,2017,3864.148677
,,2018,3604.925763
,,2019,3574.162674
,,2020,3190.325097
,,2021,3612.245533
Middle East & North Africa (IDA & IBRD countries),GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,212.0069622
,,1966,215.0998712
,,1967,226.6191932
,,1968,242.6395498
,,1969,262.0743485
,,1970,288.3003772
,,1971,322.0831779
,,1972,374.6234914
,,1973,484.7835903
,,1974,720.2173526
,,1975,816.304927
,,1976,981.024431
,,1977,1104.896024
,,1978,1155.002447
,,1979,1399.946129
,,1980,1627.608308
,,1981,1540.770071
,,1982,1713.147149
,,1983,1865.900118
,,1984,1914.826317
,,1985,2024.614684
,,1986,2207.721373
,,1987,1874.559484
,,1988,1672.236151
,,1989,1635.735445
,,1990,2240.999581
,,1991,1132.124342
,,1992,1216.933432
,,1993,1220.995107
,,1994,1280.574779
,,1995,1461.364667
,,1996,1652.70564
,,1997,1713.731028
,,1998,1714.468992
,,1999,1831.744445
,,2000,1909.483798
,,2001,1898.483987
,,2002,1816.637408
,,2003,1949.848057
,,2004,2277.314714
,,2005,2643.689669
,,2006,3031.315796
,,2007,3635.590131
,,2008,4407.193595
,,2009,4214.738974
,,2010,4773.523663
,,2011,4844.532502
,,2012,5116.595184
,,2013,4616.20005
,,2014,4465.587777
,,2015,3939.384091
,,2016,3968.09362
,,2017,3867.06706
,,2018,3605.440104
,,2019,3573.155702
,,2020,3189.795404
,,2021,3611.601011
Middle income,GDP per capita (current US$),1960,155.6096657
,,1961,147.503903
,,1962,147.9847131
,,1963,154.9993269
,,1964,172.4294192
,,1965,185.7749877
,,1966,187.5866723
,,1967,188.1870003
,,1968,194.0421463
,,1969,211.6516039
,,1970,227.2144916
,,1971,238.7275824
,,1972,261.3169913
,,1973,326.2264745
,,1974,405.6512113
,,1975,439.281452
,,1976,462.441321
,,1977,508.9536646
,,1978,540.6738903
,,1979,630.7125724
,,1980,730.5409741
,,1981,806.9181521
,,1982,778.529146
,,1983,737.2090553
,,1984,731.4398477
,,1985,746.4360929
,,1986,756.9718071
,,1987,762.9166304
,,1988,799.8908885
,,1989,814.4725767
,,1990,919.4848976
,,1991,869.2735392
,,1992,892.8856205
,,1993,938.1213057
,,1994,1015.582721
,,1995,1127.923593
,,1996,1217.738164
,,1997,1269.403098
,,1998,1209.438231
,,1999,1166.84011
,,2000,1255.774331
,,2001,1251.030269
,,2002,1264.446679
,,2003,1407.875055
,,2004,1651.071685
,,2005,1941.457147
,,2006,2276.737255
,,2007,2780.751448
,,2008,3288.00379
,,2009,3174.717717
,,2010,3826.335329
,,2011,4510.250941
,,2012,4750.537744
,,2013,4971.544305
,,2014,5074.932484
,,2015,4755.93561
,,2016,4745.70858
,,2017,5154.4311
,,2018,5415.611006
,,2019,5487.844058
,,2020,5237.022473
,,2021,6102.000869
North America,GDP per capita (current US$),1960,2939.448335
,,1961,2991.592897
,,1962,3155.097538
,,1963,3283.141453
,,1964,3480.426945
,,1965,3729.969704
,,1966,4044.247215
,,1967,4231.867351
,,1968,4579.98226
,,1969,4912.487595
,,1970,5129.091844
,,1971,5504.815818
,,1972,5997.485632
,,1973,6640.805988
,,1974,7206.816797
,,1975,7773.084689
,,1976,8613.028989
,,1977,9400.465837
,,1978,10424.52908
,,1979,11515.45602
,,1980,12437.7765
,,1981,13816.07939
,,1982,14242.84546
,,1983,15336.63023
,,1984,16803.68988
,,1985,17833.07274
,,1986,18619.66329
,,1987,19672.45944
,,1988,21172.75339
,,1989,22644.6565
,,1990,23645.61431
,,1991,24086.21645
,,1992,24967.70632
,,1993,25765.54155
,,1994,26925.46151
,,1995,27891.38744
,,1996,29105.32086
,,1997,30518.03962
,,1998,31691.91778
,,1999,33320.92229
,,2000,35151.3296
,,2001,35831.37937
,,2002,36651.82911
,,2003,38395.22158
,,2004,40788.09354
,,2005,43368.25243
,,2006,45741.03259
,,2007,47727.48204
,,2008,48398.10295
,,2009,46581.28354
,,2010,48552.94241
,,2011,50289.0244
,,2012,51881.17089
,,2013,53234.1501
,,2014,54714.47093
,,2015,55452.42138
,,2016,56312.43488
,,2017,58430.1986
,,2018,61158.56356
,,2019,63175.74013
,,2020,61000.85526
,,2021,67514.02312
Not classified,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,
,,2002,
,,2003,
,,2004,
,,2005,
,,2006,
,,2007,
,,2008,
,,2009,
,,2010,
,,2011,
,,2012,
,,2013,
,,2014,
,,2015,
,,2016,
,,2017,
,,2018,
,,2019,
,,2020,
,,2021,
OECD members,GDP per capita (current US$),1960,1335.424217
,,1961,1384.98117
,,1962,1474.283507
,,1963,1567.435637
,,1964,1690.114486
,,1965,1810.724275
,,1966,1963.160147
,,1967,2082.746461
,,1968,2233.621164
,,1969,2429.340651
,,1970,2618.519625
,,1971,2862.557164
,,1972,3282.332055
,,1973,3921.859949
,,1974,4347.359217
,,1975,4822.177038
,,1976,5178.932521
,,1977,5787.712208
,,1978,6887.832004
,,1979,7880.82778
,,1980,8677.330955
,,1981,8752.993975
,,1982,8547.279257
,,1983,8753.904533
,,1984,9082.954118
,,1985,9491.05003
,,1986,11403.98368
,,1987,13102.24142
,,1988,14650.6233
,,1989,15203.9809
,,1990,16978.03
,,1991,17798.86676
,,1992,18964.57392
,,1993,19054.28312
,,1994,20278.23222
,,1995,22178.10824
,,1996,22192.49973
,,1997,21686.90855
,,1998,21747.92308
,,1999,22674.60352
,,2000,23007.48107
,,2001,22620.53002
,,2002,23429.8991
,,2003,26019.12309
,,2004,28756.33103
,,2005,30185.62364
,,2006,31612.01388
,,2007,34354.35662
,,2008,36190.52047
,,2009,33615.97798
,,2010,35025.50921
,,2011,37486.55175
